time_enter,time_exit,camera_id,person_id,role,identity,dwell_seconds
13:44:36.03,13:49:01.48,cam1,P1013,worker,w1,265.4
13:29:18.32,13:49:06.40,cam2,P1013,worker,w1,1188.1
12:56:02.10,13:29:40.48,cam3,P1020,worker,w2,2018.4
12:52:51.35,13:49:20.43,cam3,P1012,worker,w3,3389.1
13:28:28.52,13:49:55.36,cam2,P1030,worker,w1,1286.8
13:30:03.76,13:49:57.04,cam2,P1035,customer,identifying,1193.3
12:55:34.59,13:30:31.87,cam3,P1032,customer,unknown,2097.3
12:56:46.73,12:57:08.68,cam3,P1038,customer,unknown,21.9
12:56:55.24,13:50:19.61,cam3,P1041,worker,w3,3204.4
13:30:23.36,13:30:55.08,cam2,P1040,worker,w2,31.7
12:56:45.97,12:57:27.99,cam3,P1037,customer,unknown,42.0
12:55:12.39,13:31:05.34,cam3,P1028,customer,unknown,2152.9
13:50:05.90,13:50:50.60,cam1,P1042,customer,unknown,44.7
13:50:27.81,13:50:51.32,cam1,P1043,customer,identifying,23.5
13:30:37.32,13:50:56.28,cam2,P1043,customer,identifying,1219.0
12:57:58.78,13:51:44.63,cam3,P1046,customer,identifying,3225.8
12:54:44.72,13:52:36.89,cam3,P1026,worker,w3,3472.2
12:58:09.42,13:32:39.67,cam3,P1047,customer,unknown,2070.2
13:32:26.00,13:32:50.32,cam2,P1049,customer,unknown,24.3
12:56:07.06,13:53:24.56,cam3,P1034,customer,unknown,3437.5
12:58:56.73,13:33:12.18,cam3,P1051,worker,w1,2055.5
12:56:47.49,13:33:24.02,cam3,P1039,customer,unknown,2196.5
13:30:08.72,13:33:35.84,cam2,P1036,worker,w1,207.1
12:59:39.92,12:59:56.03,cam3,P1059,customer,identifying,16.1
12:55:56.22,13:54:14.07,cam3,P1033,worker,w3,3497.8
12:59:49.27,13:00:05.35,cam3,P1063,customer,identifying,16.1
12:59:41.76,13:33:50.41,cam3,P1060,customer,identifying,2048.7
13:33:37.80,13:54:37.20,cam2,P1064,worker,w1,1259.4
12:59:48.75,13:54:48.98,cam3,P1062,customer,unknown,3300.2
12:59:11.72,13:55:13.25,cam3,P1052,customer,unknown,3361.5
13:00:08.95,13:00:39.98,cam3,P1066,customer,unknown,31.0
13:54:36.02,13:55:14.57,cam1,P1067,worker,w1,38.5
12:59:29.44,13:00:44.22,cam3,P1058,worker,w2,74.8
13:00:30.70,13:34:52.20,cam3,P1070,worker,w3,2061.5
13:01:03.73,13:56:29.43,cam3,P1072,customer,identifying,3325.7
12:59:16.92,13:56:30.63,cam3,P1054,customer,unknown,3433.7
13:35:03.20,13:56:35.68,cam2,P1054,customer,unknown,1292.5
13:01:31.64,13:57:02.34,cam3,P1073,customer,identifying,3330.7
13:00:16.79,13:36:16.73,cam3,P1069,customer,unknown,2159.9
13:01:50.80,13:02:23.55,cam3,P1078,customer,unknown,32.8
12:59:17.84,13:57:40.53,cam3,P1055,worker,w1,3502.7
13:31:26.92,13:57:46.08,cam2,P1045,worker,w2,1579.2
13:01:53.80,13:57:42.45,cam3,P1080,customer,unknown,3348.7
13:57:15.58,13:57:42.93,cam1,P1082,customer,identifying,27.4
13:01:59.72,13:02:37.95,cam3,P1081,customer,unknown,38.2
13:03:10.26,13:58:32.67,cam3,P1087,customer,identifying,3322.4
13:02:39.51,13:37:47.71,cam3,P1083,worker,w3,2108.2
13:56:46.46,13:59:05.54,cam1,P1076,worker,w3,139.1
12:54:30.48,13:04:10.52,cam3,P1024,customer,unknown,580.0
13:03:41.69,13:38:27.02,cam3,P1089,customer,unknown,2085.3
13:03:58.36,13:59:32.90,cam3,P1092,customer,unknown,3334.5
13:58:59.35,14:00:01.25,cam1,P1095,worker,w3,61.9
13:03:40.49,13:39:30.84,cam3,P1088,customer,unknown,2150.3
13:04:21.04,13:39:33.96,cam3,P1097,customer,unknown,2112.9
13:01:32.24,13:05:10.10,cam3,P1074,worker,w3,217.9
13:03:59.08,13:05:25.30,cam3,P1094,worker,w2,86.2
13:04:40.71,14:00:56.55,cam3,P1099,customer,unknown,3375.8
13:00:06.11,13:40:25.42,cam3,P1065,customer,unknown,2419.3
13:04:29.59,14:01:50.70,cam3,P1098,worker,w1,3441.1
13:39:40.28,14:01:55.84,cam2,P1098,worker,w1,1335.6
14:01:37.94,14:02:43.08,cam1,P1102,customer,unknown,65.1
13:05:41.93,13:07:26.94,cam3,P1100,customer,unknown,105.0
13:06:06.41,14:02:50.12,cam3,P1101,customer,unknown,3403.7
13:42:15.88,14:03:38.28,cam2,P1105,worker,w3,1282.4
13:42:17.44,13:42:46.36,cam2,P1107,worker,w2,28.9
14:03:13.27,14:03:47.74,cam1,P1108,worker,w1,34.5
13:07:46.14,14:03:51.46,cam3,P1106,customer,unknown,3365.3
13:07:45.30,13:08:25.73,cam3,P1104,customer,unknown,40.4
13:08:18.77,13:43:15.21,cam3,P1109,customer,unknown,2096.4
13:08:43.00,13:43:26.85,cam3,P1110,customer,identifying,2083.8
13:09:12.67,13:44:06.20,cam3,P1114,customer,unknown,2093.5
14:04:36.53,14:05:25.44,cam1,P1112,customer,unknown,48.9
13:43:30.08,14:05:37.28,cam2,P1113,worker,w2,1327.2
13:43:51.48,14:05:41.24,cam2,P1115,worker,w1,1309.8
13:44:17.16,14:05:56.60,cam2,P1118,customer,identifying,1299.4
14:05:33.75,14:05:57.27,cam1,P1119,customer,identifying,23.5
13:09:30.35,14:05:57.99,cam3,P1116,worker,w1,3387.6
13:06:52.03,13:45:00.86,cam3,P1103,customer,unknown,2288.8
14:06:11.62,14:06:46.53,cam1,P1122,customer,unknown,34.9
13:08:49.84,13:45:30.85,cam3,P1111,customer,unknown,2201.0
13:11:09.44,14:07:40.52,cam3,P1128,customer,identifying,3391.1
13:09:40.15,14:08:03.79,cam3,P1117,worker,w2,3503.6
13:10:23.33,13:46:27.16,cam3,P1123,customer,unknown,2163.8
14:08:09.67,14:08:42.78,cam1,P1131,customer,unknown,33.1
13:10:34.01,13:12:57.57,cam3,P1125,customer,unknown,143.6
14:09:43.24,14:10:12.31,cam1,P1134,customer,unknown,29.1
13:14:36.98,14:12:29.28,cam3,P1138,customer,unknown,3472.3
13:12:37.94,13:15:02.57,cam3,P1133,customer,unknown,144.6
13:49:08.36,13:50:10.28,cam2,P1137,customer,unknown,61.9
13:11:27.84,14:12:49.19,cam3,P1130,worker,w2,3681.3
13:11:59.15,13:16:21.39,cam3,P1132,worker,w1,262.2
13:15:16.93,14:14:33.20,cam3,P1144,customer,unknown,3556.3
13:16:04.76,13:52:20.14,cam3,P1145,worker,w1,2175.4
13:10:55.24,14:15:03.91,cam3,P1126,customer,unknown,3848.7
13:17:11.26,14:16:08.65,cam3,P1149,customer,unknown,3537.4
13:17:20.65,13:53:24.64,cam3,P1150,customer,unknown,2164.0
13:14:39.90,13:53:44.67,cam3,P1139,worker,w2,2344.8
13:17:50.89,13:53:52.11,cam3,P1155,customer,identifying,2161.2
13:18:18.92,13:54:22.94,cam3,P1158,customer,identifying,2164.0
13:17:34.97,13:18:36.99,cam3,P1151,customer,unknown,62.0
13:03:45.53,14:17:59.14,cam3,P1091,worker,w1,4453.6
13:18:39.15,13:54:50.70,cam3,P1162,customer,identifying,2171.5
13:18:19.40,13:18:57.79,cam3,P1159,customer,unknown,38.4
13:17:42.49,13:19:11.14,cam3,P1152,worker,w1,88.7
13:17:42.85,13:55:14.25,cam3,P1153,customer,unknown,2251.4
13:16:55.90,13:55:15.93,cam3,P1147,customer,unknown,2300.0
13:18:37.59,14:19:08.12,cam3,P1161,customer,unknown,3630.5
13:53:51.36,13:55:38.84,cam2,P1156,worker,w2,107.5
13:18:48.35,13:55:39.68,cam3,P1163,customer,unknown,2211.3
13:19:43.89,14:20:11.82,cam3,P1165,customer,unknown,3627.9
13:19:45.93,14:20:13.62,cam3,P1166,customer,unknown,3627.7
13:56:07.76,13:56:27.00,cam2,P1169,customer,identifying,19.2
13:19:20.78,14:20:19.74,cam3,P1164,customer,unknown,3659.0
13:18:12.20,13:20:22.12,cam3,P1157,worker,w3,129.9
13:19:46.17,13:56:36.07,cam3,P1167,customer,unknown,2209.9
13:56:31.44,14:20:56.76,cam2,P1171,worker,w1,1465.3
13:19:55.97,14:21:03.17,cam3,P1170,worker,w1,3667.2
13:20:44.32,13:57:22.29,cam3,P1173,customer,unknown,2198.0
13:16:24.83,14:22:10.11,cam3,P1146,worker,w1,3945.3
13:21:40.42,13:21:56.14,cam3,P1178,customer,identifying,15.7
13:21:21.71,14:23:48.24,cam3,P1175,worker,w3,3746.5
13:21:45.42,13:22:19.45,cam3,P1181,customer,unknown,34.0
13:21:31.46,13:22:19.45,cam3,P1177,customer,unknown,48.0
13:22:00.54,13:58:35.91,cam3,P1183,customer,unknown,2195.4
13:20:33.88,13:58:40.71,cam3,P1172,customer,unknown,2286.8
13:57:59.68,14:25:08.04,cam2,P1180,worker,w3,1628.4
13:22:27.21,13:23:12.95,cam3,P1184,customer,unknown,45.8
13:22:46.04,13:59:42.05,cam3,P1185,customer,unknown,2216.0
13:21:48.94,14:26:25.16,cam3,P1182,customer,unknown,3876.2
13:15:11.41,14:26:31.76,cam3,P1142,customer,unknown,4280.3
13:23:04.20,13:23:42.63,cam3,P1188,customer,unknown,38.4
13:56:05.48,14:27:02.20,cam2,P1168,worker,w1,1856.7
13:23:05.32,14:27:08.39,cam3,P1189,customer,unknown,3843.1
13:21:23.27,14:27:09.11,cam3,P1176,customer,unknown,3945.8
13:22:46.28,14:01:18.51,cam3,P1186,customer,unknown,2312.2
13:18:20.04,14:28:47.36,cam3,P1160,customer,unknown,4227.3
14:01:50.76,14:02:09.72,cam2,P1197,customer,identifying,19.0
13:24:17.78,14:29:04.99,cam3,P1190,customer,unknown,3887.2
14:28:07.45,14:29:16.87,cam1,P1194,worker,w3,69.4
14:02:09.12,14:29:23.56,cam2,P1200,customer,identifying,1634.4
13:25:33.47,14:03:13.59,cam3,P1198,customer,unknown,2260.1
13:26:54.01,14:03:30.43,cam3,P1206,customer,unknown,2196.4
13:27:15.81,14:04:01.30,cam3,P1210,customer,unknown,2205.5
13:21:41.30,13:27:50.72,cam3,P1179,worker,w1,369.4
13:27:16.05,13:27:54.95,cam3,P1211,worker,w1,38.9
13:26:52.69,13:28:00.39,cam3,P1205,customer,unknown,67.7
14:31:16.84,14:31:34.27,cam1,P1217,customer,identifying,17.4
13:26:55.33,14:04:45.09,cam3,P1207,worker,w2,2269.8
13:28:16.43,14:05:17.60,cam3,P1219,customer,unknown,2221.2
13:28:22.27,14:32:13.38,cam3,P1221,customer,unknown,3831.1
14:31:24.83,14:33:05.40,cam1,P1218,worker,w1,100.6
13:28:51.34,14:06:22.86,cam3,P1224,customer,unknown,2251.5
13:28:40.26,14:33:44.75,cam3,P1223,worker,w2,3904.5
13:29:08.33,14:33:50.63,cam3,P1226,customer,identifying,3882.3
13:28:21.15,13:29:50.84,cam3,P1220,customer,unknown,89.7
13:28:37.46,14:34:01.27,cam3,P1222,worker,w1,3923.8
13:30:03.96,14:07:33.56,cam3,P1234,customer,identifying,2249.6
13:29:29.57,14:07:53.91,cam3,P1227,customer,unknown,2304.3
13:29:48.32,14:08:06.91,cam3,P1230,customer,unknown,2298.6
13:26:58.45,13:30:46.11,cam3,P1209,worker,w2,227.7
13:27:44.80,13:30:51.26,cam3,P1214,customer,unknown,186.5
13:29:32.69,14:35:42.52,cam3,P1229,customer,unknown,3969.8
13:31:11.78,14:09:16.17,cam3,P1240,customer,unknown,2284.4
13:30:58.74,14:09:21.49,cam3,P1239,customer,unknown,2302.8
13:31:47.65,14:38:07.32,cam3,P1242,customer,identifying,3979.7
13:32:29.40,14:39:12.70,cam3,P1245,customer,identifying,4003.3
13:32:47.79,14:11:12.58,cam3,P1246,customer,identifying,2304.8
13:29:30.77,14:39:43.53,cam3,P1228,customer,unknown,4212.8
13:33:15.34,14:11:57.20,cam3,P1247,customer,unknown,2321.9
13:33:29.50,14:41:17.46,cam3,P1248,customer,unknown,4068.0
13:32:16.52,14:41:32.66,cam3,P1243,customer,unknown,4156.1
13:30:23.95,13:34:10.61,cam3,P1236,customer,unknown,226.7
13:30:37.79,14:12:54.03,cam3,P1238,customer,unknown,2536.2
14:31:14.08,14:41:58.45,cam1,P1216,customer,identifying,644.4
14:04:40.28,14:42:04.28,cam2,P1216,worker,w3,2244.0
13:31:28.69,13:34:39.36,cam3,P1241,worker,w1,190.7
13:33:46.81,14:13:38.58,cam3,P1250,customer,unknown,2391.8
13:26:39.70,13:34:54.40,cam3,P1202,customer,unknown,494.7
13:34:45.60,13:35:02.31,cam3,P1256,customer,identifying,16.7
13:30:24.63,14:14:24.00,cam3,P1237,customer,unknown,2639.4
14:42:13.93,14:43:10.99,cam1,P1255,worker,w1,57.1
13:29:58.44,14:14:41.32,cam3,P1233,customer,unknown,2682.9
13:34:31.04,13:35:46.74,cam3,P1254,customer,unknown,75.7
13:35:11.47,14:14:57.35,cam3,P1260,worker,w1,2385.9
13:35:28.63,13:35:50.86,cam3,P1263,customer,unknown,22.2
13:26:56.17,13:35:54.62,cam3,P1208,customer,unknown,538.5
13:35:21.91,13:35:55.26,cam3,P1261,customer,unknown,33.4
13:34:22.00,14:44:29.29,cam3,P1253,worker,w1,4207.3
13:35:55.86,13:36:25.81,cam3,P1264,customer,unknown,29.9
13:35:52.82,14:44:34.45,cam3,P1259,worker,w3,4121.6
14:14:10.32,14:44:40.32,cam2,P1259,worker,w3,1830.0
13:34:59.39,14:44:34.73,cam3,P1257,customer,unknown,4175.3
13:35:58.90,13:36:29.49,cam3,P1265,customer,unknown,30.6
13:36:13.13,14:45:10.56,cam3,P1267,customer,unknown,4137.4
13:36:26.17,14:45:12.52,cam3,P1269,customer,unknown,4126.4
13:36:55.32,13:37:33.95,cam3,P1271,customer,unknown,38.6
13:37:45.87,14:46:37.25,cam3,P1275,customer,identifying,4131.4
13:37:50.99,14:17:51.06,cam3,P1277,customer,unknown,2400.1
13:37:50.87,13:38:20.34,cam3,P1276,customer,unknown,29.5
13:38:21.38,14:18:19.50,cam3,P1280,customer,identifying,2398.1
13:37:57.26,13:38:44.45,cam3,P1278,customer,unknown,47.2
13:38:21.14,14:18:34.13,cam3,P1279,customer,unknown,2413.0
14:47:05.17,14:47:32.44,cam1,P1283,worker,w1,27.3
13:38:50.85,14:48:11.95,cam3,P1286,customer,unknown,4161.1
13:34:07.93,13:40:21.26,cam3,P1251,customer,unknown,373.3
13:35:01.55,13:40:23.90,cam3,P1258,customer,unknown,322.4
13:38:30.33,14:20:40.22,cam3,P1284,worker,w1,2529.9
14:45:02.04,14:49:23.49,cam1,P1270,worker,w1,261.4
14:16:22.32,14:49:29.44,cam2,P1270,worker,w1,1987.1
14:49:41.64,14:50:26.59,cam1,P1292,customer,unknown,45.0
14:49:46.44,14:50:28.63,cam1,P1293,worker,w3,42.2
13:37:01.32,14:22:08.71,cam3,P1272,customer,unknown,2707.4
13:41:19.29,14:23:26.69,cam3,P1296,customer,unknown,2527.4
13:42:17.35,13:43:04.38,cam3,P1297,worker,w2,47.0
13:42:18.19,14:23:49.60,cam3,P1298,customer,unknown,2491.4
13:40:25.50,13:43:18.29,cam3,P1290,customer,unknown,172.8
13:43:19.49,14:52:30.15,cam3,P1300,customer,identifying,4150.7
14:52:10.00,14:52:36.83,cam1,P1301,worker,w3,26.8
13:36:03.14,14:52:53.31,cam3,P1266,worker,w1,4610.2
13:43:48.28,13:44:07.32,cam3,P1306,customer,identifying,19.0
13:43:43.01,14:53:00.34,cam3,P1304,customer,unknown,4157.3
13:43:51.48,14:25:09.10,cam3,P1307,customer,unknown,2477.6
13:43:39.53,14:25:26.97,cam3,P1302,customer,unknown,2507.4
13:43:45.12,14:25:29.85,cam3,P1305,customer,unknown,2504.7
14:25:39.60,14:26:10.80,cam2,P1311,worker,w1,31.2
13:44:47.79,14:26:17.96,cam3,P1313,customer,identifying,2490.2
14:53:29.62,14:54:17.32,cam1,P1312,worker,w1,47.7
14:54:02.05,14:54:28.68,cam1,P1316,worker,w1,26.6
13:39:53.99,14:27:07.39,cam3,P1289,worker,w1,2833.4
13:44:07.32,14:54:38.88,cam3,P1309,customer,unknown,4231.6
14:54:00.29,14:54:45.60,cam1,P1315,worker,w1,45.3
14:54:48.11,14:55:16.43,cam1,P1319,worker,w1,28.3
14:27:37.68,14:55:31.60,cam2,P1320,worker,w1,1673.9
13:45:13.62,14:55:43.78,cam3,P1318,worker,w3,4230.2
13:45:12.30,14:56:16.93,cam3,P1317,customer,unknown,4264.6
14:28:52.44,14:29:13.44,cam2,P1324,customer,identifying,21.0
13:45:01.94,14:29:58.98,cam3,P1314,customer,unknown,2697.0
13:44:17.48,14:30:07.89,cam3,P1310,customer,unknown,2750.4
14:28:54.36,14:30:25.60,cam2,P1321,worker,w2,91.2
14:57:48.90,14:58:07.90,cam1,P1331,customer,identifying,19.0
13:48:50.56,14:31:14.84,cam3,P1333,customer,identifying,2544.3
14:56:10.05,14:58:34.49,cam1,P1323,worker,w1,144.4
13:48:51.04,13:49:17.83,cam3,P1334,customer,unknown,26.8
13:49:01.63,14:31:29.87,cam3,P1336,customer,unknown,2548.2
13:48:10.13,14:58:58.04,cam3,P1330,customer,unknown,4247.9
13:49:07.99,14:59:00.08,cam3,P1337,customer,identifying,4192.1
13:46:40.36,14:32:53.49,cam3,P1322,worker,w3,2773.1
13:49:59.90,14:33:00.81,cam3,P1340,customer,unknown,2580.9
13:50:18.81,13:50:53.36,cam3,P1342,customer,unknown,34.5
15:01:08.65,15:01:39.84,cam1,P1344,customer,identifying,31.2
15:01:06.97,15:01:42.48,cam1,P1343,customer,identifying,35.5
14:32:56.68,15:01:53.20,cam2,P1341,worker,w1,1736.5
13:47:21.22,13:51:39.79,cam3,P1327,customer,unknown,258.6
13:51:38.43,14:34:46.46,cam3,P1348,customer,identifying,2588.0
13:43:39.77,15:02:48.18,cam3,P1303,worker,w3,4748.4
14:34:28.76,14:35:43.84,cam2,P1346,worker,w1,75.1
13:52:25.42,14:35:52.64,cam3,P1350,customer,identifying,2607.2
13:49:00.84,15:04:41.35,cam3,P1335,customer,unknown,4540.5
13:48:06.85,14:37:32.01,cam3,P1329,worker,w1,2965.2
13:53:47.35,14:37:35.01,cam3,P1355,customer,identifying,2627.7
13:51:13.04,14:38:01.28,cam3,P1345,customer,unknown,2808.2
13:54:50.66,13:55:10.41,cam3,P1359,customer,identifying,19.8
13:53:26.00,15:06:23.48,cam3,P1354,customer,unknown,4377.5
15:06:05.60,15:06:31.15,cam1,P1361,worker,w3,25.6
15:03:26.09,15:06:40.19,cam1,P1353,worker,w1,194.1
13:55:12.81,13:55:59.96,cam3,P1362,worker,w2,47.1
13:54:19.54,15:07:23.38,cam3,P1356,worker,w3,4383.8
13:52:27.34,15:07:26.90,cam3,P1351,worker,w1,4499.6
13:56:11.35,15:08:14.45,cam3,P1368,customer,unknown,4323.1
15:07:25.78,15:08:15.77,cam1,P1369,worker,w1,50.0
13:54:34.22,14:41:20.94,cam3,P1358,customer,unknown,2806.7
13:56:35.59,15:08:23.56,cam3,P1370,customer,unknown,4308.0
13:55:57.80,15:08:39.76,cam3,P1366,customer,unknown,4362.0
13:55:48.64,14:43:01.55,cam3,P1364,worker,w3,2832.9
14:42:29.08,15:10:02.24,cam2,P1378,worker,w1,1653.2
13:57:33.89,13:58:16.16,cam3,P1376,customer,unknown,42.3
13:57:37.29,14:43:20.91,cam3,P1377,customer,unknown,2743.6
14:43:14.28,14:43:41.24,cam2,P1380,customer,identifying,27.0
13:58:23.96,13:58:44.79,cam3,P1381,customer,unknown,20.8
13:56:49.50,13:58:53.11,cam3,P1373,worker,w3,123.6
13:58:50.71,15:11:03.00,cam3,P1384,customer,unknown,4332.3
13:58:50.31,15:11:06.72,cam3,P1383,customer,unknown,4336.4
13:57:24.97,14:44:30.17,cam3,P1375,customer,unknown,2825.2
14:44:35.08,14:45:21.16,cam2,P1393,worker,w3,46.1
15:10:59.36,15:11:53.66,cam1,P1390,worker,w1,54.3
13:58:33.15,15:12:02.06,cam3,P1382,customer,unknown,4408.9
15:11:13.95,15:12:27.81,cam1,P1395,worker,w2,73.9
13:55:53.12,15:12:31.41,cam3,P1365,worker,w1,4598.3
15:11:52.46,15:12:35.61,cam1,P1401,customer,identifying,43.1
13:59:55.37,14:00:25.44,cam3,P1392,worker,w4,30.1
13:59:24.06,14:00:25.44,cam3,P1394,worker,w1,61.4
14:00:30.52,14:46:44.57,cam3,P1403,customer,identifying,2774.1
14:00:28.84,15:13:45.31,cam3,P1402,customer,unknown,4396.5
13:59:01.30,15:14:10.90,cam3,P1386,customer,unknown,4509.6
13:59:19.30,15:14:11.02,cam3,P1391,worker,w2,4491.7
14:01:05.51,14:47:34.20,cam3,P1404,customer,identifying,2788.7
13:59:10.50,15:14:12.70,cam3,P1388,customer,unknown,4502.2
15:14:20.62,15:14:42.10,cam1,P1408,customer,identifying,21.5
14:47:42.28,15:14:52.32,cam2,P1406,customer,identifying,1630.0
13:59:40.13,15:14:47.49,cam3,P1396,customer,unknown,4507.4
15:11:58.54,15:15:17.81,cam1,P1398,worker,w3,199.3
14:45:23.92,15:15:24.20,cam2,P1398,worker,w3,1800.3
14:01:30.74,15:15:28.52,cam3,P1407,customer,unknown,4437.8
14:01:41.26,14:02:23.33,cam3,P1412,customer,unknown,42.1
15:11:43.87,15:15:42.20,cam1,P1400,worker,w3,238.3
14:45:58.60,15:15:48.60,cam2,P1400,worker,w3,1790.0
14:01:37.58,15:15:43.04,cam3,P1409,customer,unknown,4445.5
15:14:55.45,15:15:50.60,cam1,P1413,worker,w2,55.1
13:55:23.81,14:03:19.03,cam3,P1363,worker,w3,475.2
14:49:39.80,14:50:08.68,cam2,P1421,worker,w1,28.9
15:16:31.78,15:17:02.42,cam1,P1422,customer,identifying,30.6
14:49:51.36,15:17:08.84,cam2,P1422,customer,unknown,1637.5
14:50:26.68,14:51:28.24,cam2,P1424,worker,w1,61.6
14:51:33.28,14:51:56.20,cam2,P1425,customer,identifying,22.9
14:03:10.95,15:19:09.82,cam3,P1423,customer,unknown,4558.9
15:18:37.11,15:19:33.93,cam1,P1426,worker,w2,56.8
13:59:43.41,14:52:31.67,cam3,P1397,worker,w1,3168.3
14:02:54.00,15:20:08.24,cam3,P1420,worker,w1,4634.2
13:56:38.43,14:05:33.27,cam3,P1371,customer,unknown,534.9
14:01:06.07,15:20:29.04,cam3,P1405,customer,unknown,4763.0
14:05:32.55,14:05:51.91,cam3,P1429,customer,identifying,19.4
15:15:22.48,15:20:50.63,cam1,P1416,worker,w1,328.1
14:05:35.03,15:20:54.35,cam3,P1430,customer,identifying,4519.3
14:02:18.89,14:53:54.33,cam3,P1417,worker,w3,3095.4
14:02:07.29,15:21:58.69,cam3,P1415,worker,w3,4791.4
14:53:25.80,15:22:16.80,cam2,P1431,worker,w1,1731.0
14:06:10.06,14:54:29.56,cam3,P1433,customer,unknown,2899.5
14:06:29.90,15:22:26.24,cam3,P1435,customer,unknown,4556.4
14:06:05.02,14:07:26.12,cam3,P1432,customer,unknown,81.1
14:06:21.54,15:23:02.35,cam3,P1434,customer,unknown,4600.8
14:07:03.53,14:07:45.24,cam3,P1440,worker,w1,41.7
14:54:29.80,15:23:16.36,cam2,P1438,customer,unknown,1726.6
14:07:01.97,14:07:54.83,cam3,P1439,worker,w1,52.9
14:07:21.08,14:08:19.27,cam3,P1442,customer,unknown,58.2
15:23:25.63,15:23:47.86,cam1,P1445,worker,w1,22.2
15:22:15.41,15:24:03.62,cam1,P1437,customer,unknown,108.2
14:08:13.67,14:08:50.90,cam3,P1446,customer,unknown,37.2
15:22:02.77,15:24:20.69,cam1,P1436,worker,w1,137.9
14:56:00.80,15:24:39.28,cam2,P1450,customer,unknown,1718.5
14:08:24.02,14:09:24.49,cam3,P1449,worker,w1,60.5
14:08:03.11,14:57:07.27,cam3,P1444,worker,w3,2944.2
15:25:07.04,15:25:31.03,cam1,P1454,worker,w2,24.0
15:24:49.52,15:25:31.99,cam1,P1452,customer,unknown,42.5
14:08:14.31,15:25:52.58,cam3,P1447,customer,unknown,4658.3
14:04:41.81,15:25:56.70,cam3,P1427,worker,w1,4874.9
14:12:03.12,15:27:47.35,cam3,P1464,customer,identifying,4544.2
14:12:17.68,14:12:40.11,cam3,P1466,customer,identifying,22.4
14:11:10.22,14:12:42.91,cam3,P1461,worker,w3,92.7
14:08:52.98,14:12:47.59,cam3,P1451,customer,unknown,234.6
14:12:16.08,15:28:07.27,cam3,P1465,customer,unknown,4551.2
15:27:21.68,15:28:23.58,cam1,P1458,worker,w1,61.9
14:58:35.80,15:28:30.20,cam2,P1458,customer,unknown,1794.4
14:12:49.39,15:28:48.33,cam3,P1468,worker,w3,4558.9
14:12:56.11,15:28:58.69,cam3,P1470,customer,unknown,4562.6
14:12:55.87,15:29:50.60,cam3,P1469,worker,w2,4614.7
14:13:44.01,15:29:51.80,cam3,P1473,worker,w2,4567.8
15:28:56.65,15:29:56.36,cam1,P1463,worker,w2,59.7
14:59:37.80,15:30:03.00,cam2,P1463,worker,w2,1825.2
15:28:47.62,15:29:57.08,cam1,P1471,worker,w3,69.5
15:01:53.44,15:02:22.24,cam2,P1475,worker,w3,28.8
14:14:11.69,14:14:57.79,cam3,P1476,worker,w1,46.1
14:14:26.88,15:31:05.62,cam3,P1478,customer,unknown,4598.7
15:02:01.12,15:03:54.36,cam2,P1477,worker,w1,113.2
15:30:48.06,15:31:47.92,cam1,P1482,customer,unknown,59.9
14:14:00.17,15:04:00.48,cam3,P1474,customer,unknown,3000.3
14:09:55.56,15:04:09.15,cam3,P1455,worker,w1,3253.6
15:03:39.32,15:32:15.40,cam2,P1484,customer,unknown,1716.1
15:31:56.44,15:32:23.59,cam1,P1487,customer,identifying,27.1
15:32:34.51,15:33:04.50,cam1,P1489,customer,identifying,30.0
14:15:38.02,14:16:46.04,cam3,P1483,worker,w3,68.0
14:15:06.27,15:33:11.70,cam3,P1481,customer,unknown,4685.4
14:16:11.33,15:33:24.66,cam3,P1488,worker,w1,4633.3
14:15:52.14,15:33:34.13,cam3,P1485,customer,unknown,4662.0
15:04:19.28,15:05:28.08,cam2,P1479,worker,w3,68.8
14:15:02.39,15:33:54.45,cam3,P1480,worker,w3,4732.1
14:16:56.64,15:05:36.37,cam3,P1491,customer,unknown,2919.7
14:17:06.52,15:05:37.33,cam3,P1492,customer,identifying,2910.8
14:08:19.51,14:17:46.94,cam3,P1448,customer,unknown,567.4
14:17:43.47,15:34:49.75,cam3,P1493,customer,unknown,4626.3
14:17:48.98,15:36:00.85,cam3,P1494,customer,unknown,4691.9
14:15:53.46,14:19:33.43,cam3,P1486,worker,w1,220.0
14:18:20.82,14:20:00.51,cam3,P1497,customer,unknown,99.7
15:34:28.16,15:36:40.68,cam1,P1495,worker,w1,132.5
15:36:42.24,15:37:07.59,cam1,P1505,customer,unknown,25.4
15:36:47.16,15:37:07.83,cam1,P1506,customer,identifying,20.7
14:19:34.03,15:09:06.67,cam3,P1501,customer,unknown,2972.6
14:19:50.07,15:37:27.23,cam3,P1504,customer,unknown,4657.2
14:19:37.27,14:20:53.73,cam3,P1502,customer,unknown,76.5
14:20:13.02,15:37:55.06,cam3,P1507,customer,unknown,4662.0
15:10:12.80,15:10:33.40,cam2,P1516,customer,identifying,20.6
14:21:50.08,15:10:36.56,cam3,P1518,customer,identifying,2926.5
14:21:44.88,15:10:37.16,cam3,P1517,customer,unknown,2932.3
15:10:23.72,15:11:01.44,cam2,P1519,worker,w2,37.7
14:20:52.77,14:22:43.82,cam3,P1512,customer,unknown,111.0
15:11:10.00,15:39:19.68,cam2,P1522,worker,w4,1689.7
14:20:26.18,14:23:23.85,cam3,P1509,worker,w3,177.7
