time,camera_id,people,workers,customers,counter_people,store_hall_people,global_workers
11:42:59.96,cam3,2,0,2,0,1,2
12:36:19.45,cam1,3,2,1,0,5,2
12:15:00.96,cam2,1,1,0,1,0,2
11:43:20.36,cam3,1,0,1,0,0,2
12:36:34.97,cam1,4,2,2,0,6,2
12:15:18.20,cam2,1,1,0,1,0,2
11:43:40.07,cam3,1,0,1,0,1,2
12:36:50.76,cam1,4,3,1,0,6,2
12:15:37.52,cam2,1,1,0,1,0,2
11:43:59.94,cam3,4,1,3,0,2,2
12:37:07.56,cam1,4,3,1,0,4,3
12:15:56.44,cam2,2,2,0,2,0,3
11:44:19.14,cam3,3,1,2,0,2,2
12:37:24.67,cam1,3,2,1,0,4,2
12:16:13.52,cam2,2,1,1,2,0,2
11:44:37.37,cam3,2,0,2,0,2,2
12:37:41.79,cam1,3,3,0,0,3,2
12:16:32.76,cam2,2,2,0,2,0,2
11:44:57.37,cam3,3,0,3,0,2,2
12:37:59.18,cam1,3,3,0,0,3,2
12:16:52.08,cam2,1,1,0,1,0,2
11:45:17.40,cam3,3,0,3,0,1,1
12:38:14.50,cam1,4,3,1,0,4,2
12:17:13.16,cam2,1,1,0,1,0,2
11:45:37.88,cam3,2,0,2,0,1,1
12:38:30.77,cam1,3,2,1,0,4,1
12:17:33.68,cam2,0,0,0,0,0,1
11:45:57.91,cam3,1,0,1,0,0,2
12:38:45.81,cam1,3,2,1,0,6,2
12:17:54.72,cam2,1,1,0,1,0,2
11:46:18.54,cam3,3,0,3,0,2,2
12:39:02.32,cam1,4,4,0,0,6,3
12:18:14.64,cam2,1,1,0,1,0,3
11:46:37.46,cam3,4,0,4,0,3,3
12:39:19.32,cam1,4,4,0,0,4,3
12:18:34.00,cam2,1,1,0,1,0,3
11:46:53.05,cam3,6,2,4,0,4,3
12:39:35.87,cam1,4,4,0,0,5,3
12:18:53.96,cam2,1,1,0,1,0,3
11:47:08.57,cam3,7,2,5,0,6,3
12:39:51.19,cam1,3,3,0,0,4,2
12:19:14.92,cam2,3,1,2,3,0,2
11:47:22.97,cam3,7,0,7,0,6,2
12:40:07.58,cam1,5,4,1,0,6,2
12:19:34.44,cam2,1,1,0,1,0,2
11:47:38.92,cam3,5,1,4,0,3,2
12:40:24.50,cam1,4,4,0,0,6,2
12:19:54.24,cam2,1,1,0,1,0,2
11:47:53.28,cam3,10,1,9,0,5,2
12:40:41.53,cam1,5,3,2,0,6,2
12:20:15.92,cam2,1,1,0,1,0,2
11:48:07.31,cam3,7,1,6,0,5,2
12:40:57.69,cam1,4,3,1,0,6,3
12:20:36.96,cam2,1,1,0,1,0,3
11:48:21.55,cam3,8,1,7,0,6,2
12:41:14.52,cam1,4,2,2,0,7,3
12:20:57.76,cam2,2,2,0,2,0,3
11:48:35.82,cam3,8,1,7,0,6,2
12:41:32.08,cam1,3,2,1,0,5,2
12:21:17.60,cam2,1,1,0,1,0,2
11:48:49.38,cam3,8,2,6,0,6,3
12:41:48.91,cam1,4,4,0,0,5,3
12:21:40.00,cam2,1,1,0,1,0,3
11:49:03.18,cam3,8,2,6,0,6,2
12:42:06.83,cam1,2,2,0,0,3,3
12:22:00.48,cam2,1,1,0,1,0,3
11:49:18.49,cam3,7,2,5,0,5,3
12:42:25.86,cam1,4,3,1,0,4,3
12:22:19.92,cam2,1,1,0,1,0,3
11:49:33.45,cam3,9,3,6,0,7,3
12:42:44.22,cam1,3,2,1,0,3,3
12:22:38.84,cam2,1,1,0,1,0,3
11:49:48.84,cam3,7,1,6,0,5,3
12:43:02.85,cam1,3,2,1,0,4,3
12:22:58.00,cam2,1,1,0,1,0,3
11:50:02.64,cam3,6,0,6,0,5,3
12:43:20.21,cam1,4,3,1,0,6,3
12:23:16.40,cam2,1,1,0,1,0,3
11:50:18.07,cam3,5,1,4,0,3,2
12:43:37.20,cam1,4,3,1,0,4,2
12:23:38.20,cam2,0,0,0,0,0,2
11:50:33.11,cam3,8,1,7,0,5,3
12:43:55.76,cam1,1,1,0,0,3,3
12:23:57.48,cam2,1,1,0,1,0,3
11:50:48.19,cam3,6,1,5,0,4,3
12:44:14.95,cam1,1,1,0,0,5,3
12:24:16.92,cam2,2,1,1,2,0,3
11:51:03.46,cam3,7,3,4,0,5,2
12:44:32.83,cam1,4,3,1,0,4,3
12:24:35.76,cam2,1,0,1,2,0,2
11:51:19.22,cam3,6,3,3,0,4,2
12:44:49.14,cam1,5,2,3,0,5,2
12:24:56.24,cam2,1,1,0,1,0,2
11:51:34.65,cam3,7,2,5,0,5,2
12:45:05.18,cam1,4,2,2,0,5,2
12:25:18.00,cam2,1,1,0,1,0,2
11:51:50.21,cam3,7,1,6,0,5,3
12:45:21.29,cam1,4,4,0,0,5,3
12:25:36.52,cam2,2,1,1,2,0,2
11:52:06.52,cam3,5,1,4,0,4,3
12:45:37.85,cam1,3,3,0,0,4,3
12:25:55.88,cam2,1,1,0,1,0,3
11:52:20.48,cam3,8,2,6,0,6,3
12:45:55.92,cam1,3,1,2,0,5,3
12:26:16.68,cam2,1,1,0,1,0,3
11:52:35.23,cam3,7,3,4,0,5,3
12:46:11.84,cam1,5,2,3,0,6,3
12:26:37.44,cam2,1,1,0,1,0,3
11:52:49.79,cam3,7,3,4,0,5,4
12:46:29.55,cam1,3,2,1,0,4,4
12:26:58.12,cam2,1,1,0,1,0,3
11:53:04.47,cam3,6,1,5,0,4,4
12:46:46.27,cam1,3,1,2,0,5,2
12:27:19.64,cam2,0,0,0,0,0,2
11:53:20.10,cam3,7,1,6,0,5,2
12:47:01.46,cam1,4,3,1,0,6,3
12:27:39.20,cam2,2,2,0,2,0,3
11:53:34.74,cam3,4,0,4,0,2,2
12:47:17.02,cam1,3,2,1,0,6,2
12:28:00.72,cam2,1,1,0,1,0,2
11:53:50.01,cam3,6,0,6,0,5,2
12:47:36.57,cam1,1,1,0,0,2,3
12:28:20.24,cam2,1,1,0,1,0,3
11:54:03.73,cam3,9,2,7,0,6,3
12:47:56.53,cam1,2,2,0,0,2,3
12:28:39.56,cam2,0,0,0,0,0,2
11:54:18.12,cam3,7,0,7,0,5,2
12:48:12.88,cam1,3,2,1,0,5,2
12:29:00.60,cam2,1,1,0,1,0,2
11:54:33.16,cam3,7,0,7,0,6,1
12:48:31.52,cam1,3,2,1,0,3,2
12:29:19.60,cam2,0,0,0,0,0,2
11:54:50.04,cam3,2,0,2,0,1,1
12:48:48.19,cam1,4,2,2,0,5,1
12:29:39.40,cam2,0,0,0,0,0,1
11:55:08.75,cam3,4,0,4,0,3,1
12:49:04.55,cam1,2,2,0,0,4,2
12:29:58.72,cam2,1,1,0,1,0,2
11:55:24.35,cam3,6,1,5,0,5,2
12:49:21.38,cam1,3,3,0,0,5,3
12:30:19.36,cam2,1,1,0,1,0,3
11:55:39.34,cam3,6,2,4,0,6,2
12:49:39.22,cam1,4,3,1,0,4,3
12:30:38.60,cam2,0,0,0,0,0,3
11:55:53.74,cam3,7,1,6,0,6,2
12:49:57.77,cam1,4,3,1,0,5,2
12:30:57.28,cam2,1,1,0,1,0,2
11:56:08.37,cam3,6,2,4,0,6,2
12:50:15.25,cam1,3,2,1,0,4,2
12:31:18.40,cam2,0,0,0,0,0,2
11:56:21.17,cam3,10,2,8,0,9,2
12:50:32.32,cam1,3,2,1,0,5,3
12:31:43.20,cam2,0,0,0,0,0,3
11:56:34.17,cam3,10,3,7,0,9,3
12:50:50.44,cam1,4,3,1,0,5,3
12:32:04.68,cam2,1,1,0,1,0,3
11:56:46.88,cam3,9,3,6,0,9,3
12:51:07.99,cam1,3,1,2,0,5,3
12:32:25.80,cam2,0,0,0,0,0,3
11:56:59.80,cam3,10,1,9,0,8,2
12:51:26.35,cam1,2,1,1,0,3,2
12:32:49.32,cam2,0,0,0,0,0,2
11:57:11.99,cam3,9,2,7,0,7,2
12:51:43.58,cam1,2,1,1,0,3,2
12:33:16.04,cam2,0,0,0,0,0,2
11:57:25.15,cam3,10,3,7,0,9,3
12:52:02.41,cam1,1,1,0,0,1,1
12:33:38.20,cam2,0,0,0,0,0,1
11:57:38.75,cam3,8,4,4,0,7,1
12:52:24.49,cam1,1,1,0,0,1,1
12:33:59.24,cam2,0,0,0,0,0,1
11:57:52.02,cam3,9,4,5,0,8,2
12:52:45.28,cam1,1,1,0,0,2,2
12:34:22.68,cam2,0,0,0,0,0,2
11:58:05.34,cam3,8,2,6,0,8,1
12:53:05.40,cam1,1,1,0,0,2,2
12:34:48.12,cam2,0,0,0,0,0,2
11:58:18.70,cam3,9,2,7,0,8,3
12:53:23.03,cam1,2,2,0,0,3,3
12:35:15.72,cam2,0,0,0,0,0,3
11:58:31.97,cam3,9,3,6,0,8,3
12:53:40.03,cam1,2,2,0,0,2,3
12:35:40.28,cam2,0,0,0,0,0,3
11:58:45.45,cam3,9,1,8,0,8,3
12:54:00.06,cam1,1,1,0,0,2,3
12:36:02.68,cam2,0,0,0,0,0,2
11:58:58.32,cam3,9,2,7,0,7,3
12:54:20.37,cam1,0,0,0,0,1,3
12:36:27.52,cam2,0,0,0,0,0,3
11:59:11.12,cam3,9,2,7,0,7,2
12:54:39.33,cam1,2,1,1,0,4,3
12:36:52.36,cam2,0,0,0,0,0,3
11:59:24.08,cam3,8,0,8,0,4,1
12:55:00.08,cam1,1,1,0,0,2,1
12:37:15.08,cam2,0,0,0,0,0,1
11:59:37.79,cam3,5,2,3,0,5,2
12:55:19.36,cam1,2,1,1,0,3,2
12:37:36.88,cam2,0,0,0,0,0,2
11:59:53.67,cam3,5,2,3,0,4,2
12:55:36.35,cam1,1,1,0,0,4,2
12:37:58.00,cam2,1,1,0,1,0,2
12:00:10.02,cam3,6,1,5,0,5,2
12:55:54.35,cam1,3,2,1,0,5,3
12:38:18.76,cam2,1,1,0,1,0,3
12:00:25.86,cam3,4,1,3,0,3,3
12:56:12.74,cam1,2,1,1,0,2,2
12:38:39.44,cam2,1,1,0,1,0,2
12:00:40.65,cam3,5,3,2,0,4,3
12:56:31.14,cam1,2,1,1,0,4,3
12:39:00.24,cam2,1,1,0,1,0,3
12:00:56.29,cam3,5,2,3,0,4,2
12:56:51.77,cam1,1,0,1,0,3,2
12:39:20.16,cam2,1,1,0,1,0,2
12:01:11.64,cam3,4,1,3,0,3,1
12:57:11.60,cam1,1,0,1,0,2,2
12:39:39.12,cam2,1,1,0,1,0,2
12:01:28.64,cam3,4,1,3,0,3,1
12:57:30.56,cam1,1,1,0,0,3,2
12:39:56.76,cam2,1,1,0,1,0,2
12:01:46.27,cam3,4,2,2,0,2,3
12:57:49.31,cam1,1,0,1,0,3,2
12:40:15.52,cam2,1,1,0,1,0,2
12:02:02.79,cam3,4,1,3,0,3,2
12:58:12.15,cam1,0,0,0,0,0,1
12:40:34.32,cam2,1,1,0,1,0,1
12:02:18.95,cam3,7,1,6,0,4,1
12:58:41.82,cam1,0,0,0,0,0,1
12:40:52.60,cam2,1,1,0,1,0,1
12:02:32.46,cam3,8,1,7,0,4,2
12:59:08.49,cam1,0,0,0,0,0,2
12:41:10.92,cam2,1,1,0,1,0,2
12:02:46.98,cam3,8,1,7,0,7,2
12:59:31.88,cam1,0,0,0,0,0,2
12:41:29.76,cam2,1,1,0,1,0,2
12:03:01.09,cam3,8,1,7,0,5,1
12:59:58.56,cam1,0,0,0,0,0,1
12:41:48.84,cam2,1,1,0,1,0,1
12:03:15.05,cam3,5,0,5,0,4,2
13:00:21.19,cam1,0,0,0,0,1,1
12:42:07.52,cam2,2,1,1,2,0,1
12:03:30.08,cam3,6,0,6,0,5,1
13:00:44.42,cam1,0,0,0,0,0,2
12:42:24.76,cam2,1,0,1,1,0,2
12:03:43.16,cam3,9,2,7,0,7,2
13:01:06.46,cam1,0,0,0,0,0,2
12:42:46.20,cam2,0,0,0,0,0,2
12:03:56.08,cam3,12,2,10,0,8,1
13:01:24.81,cam1,1,1,0,0,3,2
12:43:08.40,cam2,0,0,0,1,0,2
12:04:09.67,cam3,9,0,9,0,7,1
13:01:47.92,cam1,1,0,1,0,2,2
12:43:27.52,cam2,0,0,0,1,0,1
12:04:23.51,cam3,7,1,6,0,4,1
13:02:09.12,cam1,1,1,0,0,2,1
12:43:49.28,cam2,0,0,0,0,0,1
12:04:37.47,cam3,7,1,6,0,6,1
13:02:28.99,cam1,2,2,0,0,2,2
12:44:09.48,cam2,1,0,1,1,0,2
12:04:52.78,cam3,6,0,6,0,3,2
13:02:49.39,cam1,0,0,0,0,1,1
12:44:30.40,cam2,1,1,0,1,0,1
12:05:05.82,cam3,12,1,11,0,8,1
13:03:13.98,cam1,3,0,3,0,4,1
12:44:50.72,cam2,1,1,0,1,0,1
12:05:18.77,cam3,11,1,10,0,6,1
13:03:34.97,cam1,1,1,0,0,3,2
12:45:10.20,cam2,1,1,0,1,0,2
12:05:32.85,cam3,8,0,8,0,6,3
13:03:51.05,cam1,6,2,4,0,11,3
12:45:31.04,cam2,1,1,0,1,0,3
12:05:47.32,cam3,9,1,8,0,7,2
13:04:05.84,cam1,3,2,1,0,8,3
12:45:53.68,cam2,0,0,0,0,0,3
12:06:01.76,cam3,6,0,6,0,5,2
13:04:25.68,cam1,1,1,0,0,1,2
12:46:16.16,cam2,1,1,0,1,0,2
12:06:16.48,cam3,6,0,6,0,4,1
13:04:47.99,cam1,0,0,0,0,0,0
12:46:35.36,cam2,1,0,1,1,0,0
12:06:30.91,cam3,9,2,7,0,6,2
13:05:12.30,cam1,1,0,1,0,1,1
12:46:55.72,cam2,0,0,0,0,0,1
12:06:44.87,cam3,8,1,7,0,5,2
13:05:33.86,cam1,1,0,1,0,2,1
12:47:18.52,cam2,0,0,0,0,0,1
12:06:58.18,cam3,7,0,7,0,5,0
13:05:56.13,cam1,2,1,1,0,2,1
12:47:38.76,cam2,1,0,1,1,0,1
12:07:10.98,cam3,11,0,11,0,8,1
13:06:15.97,cam1,2,2,0,0,4,1
12:47:59.76,cam2,1,1,0,1,0,1
12:07:24.50,cam3,11,1,10,0,8,2
12:48:24.08,cam2,0,0,0,0,0,1
13:06:33.24,cam1,1,1,0,0,3,1
12:07:37.73,cam3,9,0,9,0,6,1
13:06:48.36,cam1,3,2,1,0,4,1
12:48:51.24,cam2,1,0,1,1,0,1
12:07:51.57,cam3,8,0,8,0,6,2
12:49:13.28,cam2,0,0,0,0,0,3
13:07:06.07,cam1,3,3,0,0,3,3
12:08:04.69,cam3,9,1,8,0,5,3
12:49:35.76,cam2,0,0,0,0,0,3
13:07:23.91,cam1,3,3,0,0,4,3
12:08:19.32,cam3,7,1,6,0,6,3
12:49:55.80,cam2,1,1,0,1,0,3
13:07:42.10,cam1,3,3,0,0,3,3
12:08:33.68,cam3,7,1,6,0,7,4
13:08:01.45,cam1,2,2,0,0,3,3
12:50:15.60,cam2,1,1,0,1,0,3
12:08:48.35,cam3,6,0,6,0,5,3
13:08:17.49,cam1,3,3,0,0,7,3
12:50:36.28,cam2,1,1,0,1,0,3
12:09:03.35,cam3,7,1,6,0,5,3
12:50:56.48,cam2,1,1,0,1,0,3
13:08:34.88,cam1,3,3,0,0,7,3
12:09:17.34,cam3,9,1,8,0,8,2
12:51:16.48,cam2,2,1,1,2,0,3
13:08:53.60,cam1,4,3,1,0,5,3
12:09:31.86,cam3,6,1,5,0,4,2
12:51:36.04,cam2,1,0,1,1,0,2
13:09:12.07,cam1,3,2,1,0,5,2
12:09:46.86,cam3,8,2,6,0,6,2
12:51:55.32,cam2,1,1,0,1,0,2
13:09:30.47,cam1,3,2,1,0,4,2
12:10:01.41,cam3,10,2,8,0,8,3
12:52:15.04,cam2,0,0,0,0,0,2
13:09:48.10,cam1,3,2,1,0,4,2
12:10:15.37,cam3,11,1,10,0,8,2
12:52:38.16,cam2,0,0,0,0,0,3
13:10:03.70,cam1,3,3,0,0,4,3
12:10:28.48,cam3,8,3,5,0,9,3
12:53:01.32,cam2,1,0,1,1,0,4
13:10:18.41,cam1,2,2,0,0,6,4
12:10:42.80,cam3,8,1,7,0,6,2
12:53:21.04,cam2,0,0,0,0,0,2
13:10:37.17,cam1,2,1,1,0,4,2
12:10:56.76,cam3,8,1,7,0,6,2
12:53:43.24,cam2,0,0,0,0,0,3
13:10:55.48,cam1,2,2,0,0,3,3
12:11:11.27,cam3,8,1,7,0,6,2
12:54:03.48,cam2,0,0,0,1,0,2
13:11:12.08,cam1,2,2,0,0,5,2
12:11:26.51,cam3,8,1,7,0,6,2
12:54:23.36,cam2,0,0,0,1,0,2
13:11:32.59,cam1,2,1,1,0,3,2
12:11:42.22,cam3,8,1,7,0,6,3
12:54:43.28,cam2,0,0,0,0,0,3
13:11:50.07,cam1,3,2,1,0,6,3
12:11:55.98,cam3,7,1,6,0,5,3
12:55:07.08,cam2,1,0,1,1,0,3
13:12:05.78,cam1,4,3,1,0,6,3
12:12:10.53,cam3,9,1,8,0,6,3
12:55:32.64,cam2,0,0,0,0,0,2
13:12:20.94,cam1,2,2,0,0,4,2
12:12:25.05,cam3,9,0,9,0,7,2
12:55:57.36,cam2,0,0,0,0,0,2
13:12:36.97,cam1,3,3,0,0,4,2
12:12:38.33,cam3,9,1,8,0,7,3
12:56:22.60,cam2,0,0,0,0,0,2
13:12:53.97,cam1,4,4,0,0,4,2
12:12:50.56,cam3,10,1,9,0,7,2
12:56:52.76,cam2,0,0,0,0,0,2
13:13:10.12,cam1,3,3,0,0,5,2
12:13:03.24,cam3,6,1,5,0,3,2
12:57:24.60,cam2,0,0,0,0,0,1
13:13:26.48,cam1,2,2,0,0,5,1
12:13:16.71,cam3,6,0,6,0,4,1
12:57:45.56,cam2,0,0,0,0,0,1
13:13:48.47,cam1,2,1,1,0,3,1
12:13:28.91,cam3,11,1,10,0,8,1
12:58:06.72,cam2,1,0,1,1,0,1
13:14:09.59,cam1,0,0,0,0,2,1
12:13:42.07,cam3,9,0,9,0,6,1
12:58:28.40,cam2,1,1,0,1,0,2
13:14:29.66,cam1,0,0,0,0,2,2
12:13:54.78,cam3,10,2,8,0,8,2
12:58:48.64,cam2,0,0,0,0,0,2
13:14:52.21,cam1,1,1,0,0,2,2
12:14:07.66,cam3,9,2,7,0,7,1
12:59:11.84,cam2,0,0,0,0,0,1
13:15:11.97,cam1,1,1,0,0,3,1
12:14:20.02,cam3,11,1,10,0,7,2
12:59:40.44,cam2,0,0,0,0,0,2
13:15:28.96,cam1,2,1,1,0,5,2
12:14:33.33,cam3,7,0,7,0,5,2
13:00:06.40,cam2,1,0,1,1,0,2
13:15:45.80,cam1,3,2,1,0,3,2
12:14:48.05,cam3,4,0,4,0,3,2
13:00:27.60,cam2,1,0,1,1,0,3
13:16:02.79,cam1,4,2,2,0,6,3
12:15:01.92,cam3,11,2,9,0,8,3
13:00:50.44,cam2,0,0,0,0,0,3
13:16:21.11,cam1,1,1,0,0,4,3
12:15:15.16,cam3,10,1,9,0,8,2
13:01:12.40,cam2,0,0,0,0,0,2
13:16:40.30,cam1,1,0,1,0,2,2
12:15:28.08,cam3,12,0,12,0,9,2
13:01:34.08,cam2,1,0,1,1,0,2
13:16:59.26,cam1,3,2,1,0,5,2
12:15:41.19,cam3,9,0,9,0,8,1
13:01:56.40,cam2,1,0,1,1,0,1
13:17:16.17,cam1,3,1,2,0,5,1
12:15:55.39,cam3,4,0,4,0,4,3
13:02:16.44,cam2,0,0,0,0,0,2
13:17:33.45,cam1,2,1,1,0,5,2
12:16:10.34,cam3,6,0,6,0,5,2
13:02:35.72,cam2,1,1,0,1,0,2
13:17:51.80,cam1,5,4,1,0,7,2
12:16:26.02,cam3,5,0,5,0,3,2
13:02:54.44,cam2,2,2,0,2,0,3
13:18:09.40,cam1,4,4,0,0,5,3
12:16:41.73,cam3,4,0,4,0,3,2
13:03:15.84,cam2,0,0,0,0,0,1
13:18:26.79,cam1,2,2,0,0,2,1
12:16:56.33,cam3,8,0,8,0,3,1
13:03:35.96,cam2,1,0,1,1,0,1
13:18:45.11,cam1,2,2,0,0,3,1
12:17:11.81,cam3,3,0,3,0,1,1
13:03:55.76,cam2,1,1,0,1,0,2
13:19:02.50,cam1,3,2,1,0,5,2
12:17:29.84,cam3,3,0,3,0,2,1
13:04:17.88,cam2,0,0,0,0,0,1
13:19:21.22,cam1,2,1,1,0,2,1
12:17:47.52,cam3,3,0,3,0,1,1
13:04:39.20,cam2,0,0,0,0,0,1
13:19:38.25,cam1,2,2,0,0,2,1
12:18:03.55,cam3,3,1,2,0,2,2
13:05:00.52,cam2,0,0,0,0,0,2
13:19:54.77,cam1,0,0,0,0,3,2
12:18:20.59,cam3,5,0,5,0,3,1
13:05:20.88,cam2,0,0,0,0,0,1
13:20:15.52,cam1,1,1,0,0,1,1
12:18:35.70,cam3,4,1,3,0,1,1
13:05:41.00,cam2,0,0,0,0,0,1
13:20:34.83,cam1,0,0,0,0,1,1
12:18:51.22,cam3,5,2,3,0,2,3
13:05:59.36,cam2,1,1,0,1,0,3
13:20:55.23,cam1,1,1,0,0,1,3
12:19:07.89,cam3,3,1,2,0,1,3
13:06:17.08,cam2,2,1,1,2,0,3
13:21:11.90,cam1,2,2,0,0,3,3
12:19:24.33,cam3,4,1,3,0,2,3
13:06:32.96,cam2,2,0,2,2,0,3
13:21:30.22,cam1,0,0,0,0,5,3
12:19:40.44,cam3,3,0,3,0,1,1
13:06:49.60,cam2,0,0,0,0,0,1
13:21:49.57,cam1,2,1,1,0,3,1
12:19:57.60,cam3,4,0,4,0,3,2
13:07:09.64,cam2,0,0,0,0,0,2
13:22:04.37,cam1,2,1,1,0,4,2
12:20:14.59,cam3,1,0,1,0,0,1
13:07:26.96,cam2,0,0,0,0,0,1
13:22:19.20,cam1,2,1,1,0,2,1
12:20:29.23,cam3,5,2,3,0,2,2
13:07:43.64,cam2,1,0,1,1,0,2
13:22:33.56,cam1,3,2,1,0,3,2
12:20:43.50,cam3,3,1,2,0,1,2
13:07:59.76,cam2,1,1,0,1,0,2
13:22:47.92,cam1,3,2,1,0,4,2
12:21:00.50,cam3,2,0,2,0,1,3
13:08:15.60,cam2,2,2,0,2,0,3
13:23:04.39,cam1,3,3,0,0,4,3
12:21:18.09,cam3,1,0,1,0,0,3
13:08:31.72,cam2,2,2,0,2,0,3
13:23:18.47,cam1,4,3,1,0,5,3
12:21:36.97,cam3,4,0,4,0,3,2
13:08:48.92,cam2,1,1,0,1,0,3
13:23:33.38,cam1,2,1,1,0,4,3
12:21:54.28,cam3,4,1,3,0,3,3
13:09:06.48,cam2,2,2,0,2,0,2
13:23:48.02,cam1,3,2,1,0,7,2
12:22:10.12,cam3,6,1,5,0,4,3
13:09:22.64,cam2,2,2,0,2,0,4
13:24:01.97,cam1,3,2,1,0,6,4
12:22:25.52,cam3,4,1,3,0,3,3
13:09:41.00,cam2,1,1,0,1,0,3
13:24:17.77,cam1,5,3,2,0,5,3
12:22:42.99,cam3,3,1,2,0,2,3
13:09:58.48,cam2,1,1,0,1,0,3
13:24:33.29,cam1,1,0,1,0,5,3
12:23:00.78,cam3,3,0,3,0,2,2
13:10:14.92,cam2,1,1,0,1,0,2
13:24:49.00,cam1,2,1,1,0,3,2
12:23:19.70,cam3,3,2,1,0,2,3
13:10:32.28,cam2,1,1,0,1,0,3
13:25:06.68,cam1,0,0,0,0,4,3
12:23:36.45,cam3,3,1,2,0,3,2
13:10:49.48,cam2,1,1,0,1,0,2
13:25:29.63,cam1,1,0,1,0,2,2
12:23:52.25,cam3,6,1,5,0,4,1
13:11:08.08,cam2,0,0,0,0,0,1
13:25:51.14,cam1,0,0,0,0,0,1
12:24:06.17,cam3,5,1,4,0,3,1
13:11:26.20,cam2,0,0,0,0,0,0
13:26:13.14,cam1,1,0,1,0,1,0
12:24:21.44,cam3,6,0,6,0,5,1
13:11:45.52,cam2,1,1,0,1,0,2
13:26:30.69,cam1,1,1,0,0,3,2
12:24:36.96,cam3,6,1,5,0,5,2
13:12:03.96,cam2,1,1,0,1,0,2
13:26:49.85,cam1,0,0,0,0,3,2
12:24:52.07,cam3,4,1,3,0,3,1
13:12:20.80,cam2,1,1,0,1,0,1
13:27:15.32,cam1,0,0,0,0,0,1
12:25:07.03,cam3,3,0,3,0,2,0
13:12:39.76,cam2,1,1,0,1,0,1
13:27:40.95,cam1,1,0,1,0,2,1
12:25:23.06,cam3,3,2,1,0,1,2
13:12:59.32,cam2,1,1,0,1,0,1
13:27:58.83,cam1,3,0,3,0,3,1
12:25:40.94,cam3,3,1,2,0,2,2
13:13:19.12,cam2,0,0,0,0,0,1
13:28:13.50,cam1,3,0,3,0,6,1
12:25:59.21,cam3,3,1,2,0,2,1
13:13:39.48,cam2,0,0,0,0,0,1
13:28:30.10,cam1,1,0,1,0,3,1
12:26:17.45,cam3,3,1,2,0,2,1
13:13:57.56,cam2,2,0,2,2,0,1
13:28:52.25,cam1,0,0,0,0,1,1
12:26:34.08,cam3,2,0,2,0,1,1
13:14:15.12,cam2,1,0,1,1,0,0
13:29:18.68,cam1,0,0,0,0,0,0
12:26:51.44,cam3,2,1,1,0,1,2
13:14:31.72,cam2,1,1,0,1,0,2
13:29:49.27,cam1,0,0,0,0,0,2
12:27:06.59,cam3,5,0,5,0,0,1
13:14:50.36,cam2,1,1,0,1,0,2
13:30:09.03,cam1,1,1,0,0,3,2
12:27:19.35,cam3,9,0,9,0,5,2
13:15:10.00,cam2,1,1,0,1,0,2
13:30:28.98,cam1,1,1,0,0,4,2
12:27:32.63,cam3,6,1,5,0,4,3
13:15:28.68,cam2,1,1,0,1,0,2
13:30:48.90,cam1,2,0,2,0,4,2
12:27:49.54,cam3,7,2,5,0,3,3
13:15:46.56,cam2,1,1,0,1,0,3
13:31:07.21,cam1,2,1,1,0,3,3
12:28:04.86,cam3,6,3,3,0,4,3
13:16:05.24,cam2,1,1,0,1,0,3
13:31:25.16,cam1,1,1,0,0,4,2
12:28:19.81,cam3,6,2,4,0,3,2
13:16:24.68,cam2,0,0,0,0,0,2
13:31:43.28,cam1,2,1,1,0,3,2
12:28:35.09,cam3,4,3,1,0,4,3
13:16:44.92,cam2,0,0,0,0,0,3
13:31:59.59,cam1,2,0,2,0,4,3
12:28:50.96,cam3,4,2,2,0,3,2
13:17:04.80,cam2,0,0,0,0,0,2
13:32:16.19,cam1,1,0,1,0,4,2
12:29:05.00,cam3,7,1,6,0,5,2
13:17:27.36,cam2,0,0,0,0,0,2
13:32:31.83,cam1,2,0,2,0,3,2
12:29:19.12,cam3,6,2,4,0,4,2
13:17:47.24,cam2,1,0,1,1,0,1
13:32:50.22,cam1,0,0,0,0,2,1
12:29:31.51,cam3,6,2,4,0,5,2
13:18:03.64,cam2,1,1,0,1,0,2
13:33:08.49,cam1,1,0,1,0,1,2
12:29:44.87,cam3,5,1,4,0,4,2
13:18:20.08,cam2,1,1,0,1,0,2
13:33:24.05,cam1,1,0,1,0,3,2
12:29:58.02,cam3,6,3,3,0,4,3
13:18:36.60,cam2,1,1,0,1,0,3
13:33:40.57,cam1,1,0,1,0,1,3
12:30:11.86,cam3,5,3,2,0,4,3
13:18:51.96,cam2,1,0,1,1,0,3
13:33:56.64,cam1,1,0,1,0,3,3
12:30:24.86,cam3,6,3,3,0,6,3
13:19:06.96,cam2,1,1,0,1,0,2
13:34:12.32,cam1,2,0,2,0,2,2
12:30:38.37,cam3,5,2,3,0,4,2
13:19:21.36,cam2,1,1,0,1,0,3
13:34:28.59,cam1,0,0,0,0,2,3
12:30:51.81,cam3,5,2,3,0,4,2
13:19:36.24,cam2,1,1,0,1,0,2
13:34:43.55,cam1,1,0,1,0,2,2
12:31:05.76,cam3,4,0,4,0,3,1
13:19:50.72,cam2,0,0,0,0,0,1
13:34:58.18,cam1,1,0,1,0,2,1
12:31:19.20,cam3,4,1,3,0,3,1
13:20:06.04,cam2,0,0,0,0,0,1
13:35:14.06,cam1,2,0,2,0,2,1
