time_start,time_end,camera_id,previous_state,new_state,duration_seconds,people_ids
12:43:14.48,12:43:19.12,cam2,staffed,unstaffed,4.64,w1
12:43:19.12,12:43:19.36,cam2,unstaffed,staffed,0.24,
12:43:19.36,12:43:27.52,cam2,staffed,unstaffed,8.16,
12:43:27.52,12:43:56.52,cam2,unstaffed,staffed,29.0,
12:43:56.52,12:43:58.60,cam2,staffed,unstaffed,2.08,
12:43:58.60,12:44:03.96,cam2,unstaffed,staffed,5.36,
12:44:03.96,12:45:37.92,cam2,staffed,unstaffed,93.96,w1
12:45:37.92,12:45:49.92,cam2,unstaffed,staffed,12.0,
12:45:49.92,12:45:51.04,cam2,staffed,unstaffed,1.12,w1
12:45:51.04,12:46:11.60,cam2,unstaffed,staffed,20.56,
12:46:11.60,12:46:21.00,cam2,staffed,unstaffed,9.4,w1
12:46:21.00,12:46:28.36,cam2,unstaffed,staffed,7.36,
12:46:28.36,12:46:28.48,cam2,staffed,unstaffed,0.12,
12:46:28.48,12:46:28.60,cam2,unstaffed,staffed,0.12,
12:46:28.60,12:46:29.08,cam2,staffed,unstaffed,0.48,
12:46:29.08,12:46:29.68,cam2,unstaffed,staffed,0.6,
12:46:29.68,12:46:30.08,cam2,staffed,unstaffed,0.4,
12:46:30.08,12:46:30.44,cam2,unstaffed,staffed,0.36,
12:46:30.44,12:46:30.68,cam2,staffed,unstaffed,0.24,
12:46:30.68,12:46:32.12,cam2,unstaffed,staffed,1.44,
12:46:32.12,12:46:33.68,cam2,staffed,unstaffed,1.56,
12:46:33.68,12:46:34.52,cam2,unstaffed,staffed,0.84,
12:46:34.52,12:46:34.64,cam2,staffed,unstaffed,0.12,
12:46:34.64,12:46:34.76,cam2,unstaffed,staffed,0.12,
12:46:34.76,12:46:34.88,cam2,staffed,unstaffed,0.12,
12:46:34.88,12:46:35.12,cam2,unstaffed,staffed,0.24,
12:46:35.12,12:46:35.24,cam2,staffed,unstaffed,0.12,
12:46:35.24,12:46:35.36,cam2,unstaffed,staffed,0.12,
12:46:35.36,12:46:35.60,cam2,staffed,unstaffed,0.24,
12:46:35.60,12:46:35.72,cam2,unstaffed,staffed,0.12,
12:46:35.72,12:46:35.84,cam2,staffed,unstaffed,0.12,
12:46:35.84,12:46:37.72,cam2,unstaffed,staffed,1.88,
12:46:37.72,12:46:37.96,cam2,staffed,unstaffed,0.24,
12:46:37.96,12:46:38.08,cam2,unstaffed,staffed,0.12,
12:46:38.08,12:46:40.76,cam2,staffed,unstaffed,2.68,w1
12:46:40.76,12:47:22.20,cam2,unstaffed,staffed,41.44,
12:47:22.20,12:47:24.36,cam2,staffed,unstaffed,2.16,
12:47:24.36,12:47:32.92,cam2,unstaffed,staffed,8.56,
12:47:32.92,12:47:34.48,cam2,staffed,unstaffed,1.56,
12:47:34.48,12:47:38.52,cam2,unstaffed,staffed,4.04,
12:47:38.52,12:48:03.32,cam2,staffed,unstaffed,24.8,w1
12:48:03.32,12:48:41.48,cam2,unstaffed,staffed,38.16,
12:48:41.48,12:48:42.56,cam2,staffed,unstaffed,1.08,
12:48:42.56,12:48:50.28,cam2,unstaffed,staffed,7.72,
12:48:50.28,12:48:58.44,cam2,staffed,unstaffed,8.16,w1
12:48:58.44,12:49:04.36,cam2,unstaffed,staffed,5.92,
12:49:04.36,12:49:09.64,cam2,staffed,unstaffed,5.28,w1
12:49:09.64,12:49:13.88,cam2,unstaffed,staffed,4.24,
12:49:13.88,12:49:14.12,cam2,staffed,unstaffed,0.24,
12:49:14.12,12:49:35.92,cam2,unstaffed,staffed,21.8,
12:49:35.92,12:51:34.84,cam2,staffed,unstaffed,118.92,w3
12:51:34.84,12:51:34.96,cam2,unstaffed,staffed,0.12,
12:51:34.96,12:51:36.40,cam2,staffed,unstaffed,1.44,
12:51:36.40,12:51:36.88,cam2,unstaffed,staffed,0.48,
12:51:36.88,12:51:37.36,cam2,staffed,unstaffed,0.48,
12:51:37.36,12:51:39.16,cam2,unstaffed,staffed,1.8,
12:51:39.16,12:51:48.44,cam2,staffed,unstaffed,9.28,w1
12:51:48.44,12:51:48.56,cam2,unstaffed,staffed,0.12,
12:51:48.56,12:52:06.32,cam2,staffed,unstaffed,17.76,w1
12:52:06.32,12:52:59.36,cam2,unstaffed,staffed,53.04,
12:52:59.36,12:53:02.28,cam2,staffed,unstaffed,2.92,w3
12:53:02.28,12:53:02.52,cam2,unstaffed,staffed,0.24,w1
12:53:02.52,12:53:06.88,cam2,staffed,unstaffed,4.36,w4
12:53:06.88,12:53:07.60,cam2,unstaffed,staffed,0.72,
12:53:07.60,12:53:07.84,cam2,staffed,unstaffed,0.24,
12:53:07.84,12:53:10.12,cam2,unstaffed,staffed,2.28,
12:53:10.12,12:53:10.84,cam2,staffed,unstaffed,0.72,
12:53:10.84,12:53:12.32,cam2,unstaffed,staffed,1.48,
12:53:12.32,12:53:12.56,cam2,staffed,unstaffed,0.24,
12:53:12.56,12:53:12.68,cam2,unstaffed,staffed,0.12,
12:53:12.68,12:53:14.16,cam2,staffed,unstaffed,1.48,
12:53:14.16,12:53:14.64,cam2,unstaffed,staffed,0.48,
12:53:14.64,12:53:16.32,cam2,staffed,unstaffed,1.68,
12:53:16.32,12:53:16.44,cam2,unstaffed,staffed,0.12,
12:53:16.44,12:53:16.80,cam2,staffed,unstaffed,0.36,
12:53:16.80,12:53:50.00,cam2,unstaffed,staffed,33.2,
12:53:50.00,12:53:50.36,cam2,staffed,unstaffed,0.36,
12:53:50.36,12:53:50.72,cam2,unstaffed,staffed,0.36,
12:53:50.72,12:53:51.32,cam2,staffed,unstaffed,0.6,
12:53:51.32,12:53:51.56,cam2,unstaffed,staffed,0.24,
12:53:51.56,12:53:52.04,cam2,staffed,unstaffed,0.48,
12:53:52.04,12:53:53.36,cam2,unstaffed,staffed,1.32,
12:53:53.36,12:53:54.32,cam2,staffed,unstaffed,0.96,
12:53:54.32,12:54:12.12,cam2,unstaffed,staffed,17.8,w4
12:54:12.12,12:54:19.88,cam2,staffed,unstaffed,7.76,w4
12:54:19.88,12:54:20.24,cam2,unstaffed,staffed,0.36,
12:54:20.24,12:54:20.36,cam2,staffed,unstaffed,0.12,
12:54:20.36,12:54:21.56,cam2,unstaffed,staffed,1.2,
12:54:21.56,12:54:21.80,cam2,staffed,unstaffed,0.24,
12:54:21.80,12:54:22.76,cam2,unstaffed,staffed,0.96,
12:54:22.76,12:54:23.24,cam2,staffed,unstaffed,0.48,
12:54:23.24,12:54:23.48,cam2,unstaffed,staffed,0.24,
12:54:23.48,12:54:27.72,cam2,staffed,unstaffed,4.24,
12:54:27.72,12:54:28.08,cam2,unstaffed,staffed,0.36,
12:54:28.08,12:54:28.32,cam2,staffed,unstaffed,0.24,
12:54:28.32,12:54:36.72,cam2,unstaffed,staffed,8.4,
12:54:36.72,12:54:37.12,cam2,staffed,unstaffed,0.4,
12:54:37.12,12:54:40.36,cam2,unstaffed,staffed,3.24,
12:54:40.36,12:54:40.48,cam2,staffed,unstaffed,0.12,
12:54:40.48,12:54:42.80,cam2,unstaffed,staffed,2.32,
12:54:42.80,12:54:42.92,cam2,staffed,unstaffed,0.12,
12:54:42.92,12:54:46.16,cam2,unstaffed,staffed,3.24,
12:54:46.16,12:54:46.52,cam2,staffed,unstaffed,0.36,
12:54:46.52,12:54:47.12,cam2,unstaffed,staffed,0.6,
12:54:47.12,12:54:47.24,cam2,staffed,unstaffed,0.12,
12:54:47.24,12:54:52.40,cam2,unstaffed,staffed,5.16,w2
12:54:52.40,12:54:52.76,cam2,staffed,unstaffed,0.36,w2
12:54:52.76,12:54:53.00,cam2,unstaffed,staffed,0.24,
12:54:53.00,12:54:53.12,cam2,staffed,unstaffed,0.12,
12:54:53.12,12:54:54.36,cam2,unstaffed,staffed,1.24,
12:54:54.36,12:54:56.08,cam2,staffed,unstaffed,1.72,
12:54:56.08,12:55:05.64,cam2,unstaffed,staffed,9.56,
12:55:05.64,12:55:07.92,cam2,staffed,unstaffed,2.28,
12:55:07.92,12:55:55.28,cam2,unstaffed,staffed,47.36,
12:55:55.28,12:55:55.76,cam2,staffed,unstaffed,0.48,
12:55:55.76,12:57:25.12,cam2,unstaffed,staffed,89.36,
12:57:25.12,12:57:26.32,cam2,staffed,unstaffed,1.2,
12:57:26.32,12:57:26.60,cam2,unstaffed,staffed,0.28,
12:57:26.60,12:57:27.80,cam2,staffed,unstaffed,1.2,
12:57:27.80,12:57:31.52,cam2,unstaffed,staffed,3.72,
12:57:31.52,12:57:33.00,cam2,staffed,unstaffed,1.48,
12:57:33.00,12:58:01.16,cam2,unstaffed,staffed,28.16,w1
12:58:01.16,12:58:01.28,cam2,staffed,unstaffed,0.12,w1
12:58:01.28,12:58:03.72,cam2,unstaffed,staffed,2.44,
12:58:03.72,12:58:04.56,cam2,staffed,unstaffed,0.84,
12:58:04.56,12:58:04.68,cam2,unstaffed,staffed,0.12,
12:58:04.68,12:58:29.36,cam2,staffed,unstaffed,24.68,w3
12:58:29.36,12:58:29.48,cam2,unstaffed,staffed,0.12,w3
12:58:29.48,12:58:34.88,cam2,staffed,unstaffed,5.4,w3
12:58:34.88,12:58:35.00,cam2,unstaffed,staffed,0.12,
12:58:35.00,12:58:40.64,cam2,staffed,unstaffed,5.64,w1
12:58:40.64,12:59:53.40,cam2,unstaffed,staffed,72.76,
12:59:53.40,13:00:17.12,cam2,staffed,unstaffed,23.72,
13:00:17.12,13:00:19.88,cam2,unstaffed,staffed,2.76,
13:00:19.88,13:00:20.24,cam2,staffed,unstaffed,0.36,
13:00:20.24,13:00:20.36,cam2,unstaffed,staffed,0.12,
13:00:20.36,13:00:20.84,cam2,staffed,unstaffed,0.48,
13:00:20.84,13:00:21.08,cam2,unstaffed,staffed,0.24,
13:00:21.08,13:00:21.80,cam2,staffed,unstaffed,0.72,
13:00:21.80,13:00:23.00,cam2,unstaffed,staffed,1.2,
13:00:23.00,13:00:23.60,cam2,staffed,unstaffed,0.6,
13:00:23.60,13:00:25.80,cam2,unstaffed,staffed,2.2,
13:00:25.80,13:00:29.04,cam2,staffed,unstaffed,3.24,w3
13:00:29.04,13:01:22.44,cam2,unstaffed,staffed,53.4,
13:01:22.44,13:02:14.48,cam2,staffed,unstaffed,52.04,w1
13:02:14.48,13:02:18.76,cam2,unstaffed,staffed,4.28,
13:02:18.76,13:02:23.44,cam2,staffed,unstaffed,4.68,w1
13:02:23.44,13:02:28.84,cam2,unstaffed,staffed,5.4,
13:02:28.84,13:02:31.64,cam2,staffed,unstaffed,2.8,w2
13:02:31.64,13:02:31.76,cam2,unstaffed,staffed,0.12,
13:02:31.76,13:02:45.44,cam2,staffed,unstaffed,13.68,w1
13:02:45.44,13:02:45.56,cam2,unstaffed,staffed,0.12,
13:02:45.56,13:03:02.36,cam2,staffed,unstaffed,16.8,w1
13:03:02.36,13:03:11.52,cam2,unstaffed,staffed,9.16,w4
13:03:11.52,13:03:11.64,cam2,staffed,unstaffed,0.12,w4
13:03:11.64,13:03:13.32,cam2,unstaffed,staffed,1.68,
13:03:13.32,13:03:13.44,cam2,staffed,unstaffed,0.12,
13:03:13.44,13:03:21.92,cam2,unstaffed,staffed,8.48,
13:03:21.92,13:03:22.04,cam2,staffed,unstaffed,0.12,
13:03:22.04,13:03:22.64,cam2,unstaffed,staffed,0.6,
13:03:22.64,13:03:23.00,cam2,staffed,unstaffed,0.36,
13:03:23.00,13:03:23.12,cam2,unstaffed,staffed,0.12,
13:03:23.12,13:03:23.24,cam2,staffed,unstaffed,0.12,
13:03:23.24,13:03:23.96,cam2,unstaffed,staffed,0.72,
13:03:23.96,13:03:27.64,cam2,staffed,unstaffed,3.68,w2
13:03:27.64,13:03:27.76,cam2,unstaffed,staffed,0.12,w2
13:03:27.76,13:03:27.88,cam2,staffed,unstaffed,0.12,w2
13:03:27.88,13:03:35.84,cam2,unstaffed,staffed,7.96,
13:03:35.84,13:03:41.40,cam2,staffed,unstaffed,5.56,w2
13:03:41.40,13:03:41.52,cam2,unstaffed,staffed,0.12,
13:03:41.52,13:03:48.80,cam2,staffed,unstaffed,7.28,w2
13:03:48.80,13:03:48.92,cam2,unstaffed,staffed,0.12,
13:03:48.92,13:04:00.96,cam2,staffed,unstaffed,12.04,w2
13:04:00.96,13:05:17.56,cam2,unstaffed,staffed,76.6,
13:05:17.56,13:05:20.76,cam2,staffed,unstaffed,3.2,
13:05:20.76,13:05:51.04,cam2,unstaffed,staffed,30.28,w1
13:05:51.04,13:05:51.40,cam2,staffed,unstaffed,0.36,w1
13:05:51.40,13:05:56.32,cam2,unstaffed,staffed,4.92,
13:05:56.32,13:06:09.76,cam2,staffed,unstaffed,13.44,w3
13:06:09.76,13:06:11.00,cam2,unstaffed,staffed,1.24,
13:06:11.00,13:06:36.60,cam2,staffed,unstaffed,25.6,
13:06:36.60,13:06:42.20,cam2,unstaffed,staffed,5.6,
13:06:42.20,13:06:43.20,cam2,staffed,unstaffed,1.0,
13:06:43.20,13:07:06.60,cam2,unstaffed,staffed,23.4,
13:07:06.60,13:07:06.84,cam2,staffed,unstaffed,0.24,
13:07:06.84,13:07:14.64,cam2,unstaffed,staffed,7.8,
13:07:14.64,13:07:14.76,cam2,staffed,unstaffed,0.12,
13:07:14.76,13:07:33.56,cam2,unstaffed,staffed,18.8,
13:07:33.56,13:09:16.20,cam2,staffed,unstaffed,102.64,w2
13:09:16.20,13:09:16.32,cam2,unstaffed,staffed,0.12,
13:09:16.32,13:09:19.00,cam2,staffed,unstaffed,2.68,w3
13:09:19.00,13:09:19.12,cam2,unstaffed,staffed,0.12,w3
13:09:19.12,13:10:33.76,cam2,staffed,unstaffed,74.64,w3
13:10:33.76,13:10:33.88,cam2,unstaffed,staffed,0.12,
13:10:33.88,13:10:57.64,cam2,staffed,unstaffed,23.76,w3
13:10:57.64,13:10:57.88,cam2,unstaffed,staffed,0.24,
13:10:57.88,13:10:58.36,cam2,staffed,unstaffed,0.48,
13:10:58.36,13:10:58.48,cam2,unstaffed,staffed,0.12,
13:10:58.48,13:10:58.60,cam2,staffed,unstaffed,0.12,
13:10:58.60,13:10:58.72,cam2,unstaffed,staffed,0.12,
13:10:58.72,13:10:59.92,cam2,staffed,unstaffed,1.2,
13:10:59.92,13:11:37.92,cam2,unstaffed,staffed,38.0,
13:11:37.92,13:11:56.64,cam2,staffed,unstaffed,18.72,w3
13:11:56.64,13:11:56.76,cam2,unstaffed,staffed,0.12,
13:11:56.76,13:12:24.92,cam2,staffed,unstaffed,28.16,w3
13:12:24.92,13:12:32.72,cam2,unstaffed,staffed,7.8,
13:12:32.72,13:13:18.88,cam2,staffed,unstaffed,46.16,w1
13:13:18.88,13:13:44.60,cam2,unstaffed,staffed,25.72,
13:13:44.60,13:14:12.08,cam2,staffed,unstaffed,27.48,w1
13:14:12.08,13:14:12.20,cam2,unstaffed,staffed,0.12,
13:14:12.20,13:14:34.12,cam2,staffed,unstaffed,21.92,w3
13:14:34.12,13:14:34.24,cam2,unstaffed,staffed,0.12,
13:14:34.24,13:14:34.36,cam2,staffed,unstaffed,0.12,
13:14:34.36,13:14:39.68,cam2,unstaffed,staffed,5.32,
13:14:39.68,13:14:47.24,cam2,staffed,unstaffed,7.56,w4
13:14:47.24,13:14:47.36,cam2,unstaffed,staffed,0.12,
13:14:47.36,13:16:09.76,cam2,staffed,unstaffed,82.4,w2
13:16:09.76,13:16:14.48,cam2,unstaffed,staffed,4.72,w1
13:16:14.48,13:16:18.08,cam2,staffed,unstaffed,3.6,w1
13:16:18.08,13:16:30.44,cam2,unstaffed,staffed,12.36,
13:16:30.44,13:16:34.80,cam2,staffed,unstaffed,4.36,w3
13:16:34.80,13:16:35.64,cam2,unstaffed,staffed,0.84,
13:16:35.64,13:16:44.56,cam2,staffed,unstaffed,8.92,
13:16:44.56,13:17:37.32,cam2,unstaffed,staffed,52.76,
13:17:37.32,13:17:40.84,cam2,staffed,unstaffed,3.52,w3
13:17:40.84,13:17:44.00,cam2,unstaffed,staffed,3.16,w3
13:17:44.00,13:17:45.80,cam2,staffed,unstaffed,1.8,w3
13:17:45.80,13:17:46.40,cam2,unstaffed,staffed,0.6,
13:17:46.40,13:17:47.48,cam2,staffed,unstaffed,1.08,
13:17:47.48,13:17:47.60,cam2,unstaffed,staffed,0.12,
13:17:47.60,13:17:47.84,cam2,staffed,unstaffed,0.24,
13:17:47.84,13:17:47.96,cam2,unstaffed,staffed,0.12,
13:17:47.96,13:18:32.04,cam2,staffed,unstaffed,44.08,w1
13:18:32.04,13:18:32.52,cam2,unstaffed,staffed,0.48,
13:18:32.52,13:18:32.64,cam2,staffed,unstaffed,0.12,
13:18:32.64,13:18:33.32,cam2,unstaffed,staffed,0.68,
13:18:33.32,13:18:33.68,cam2,staffed,unstaffed,0.36,
13:18:33.68,13:18:34.08,cam2,unstaffed,staffed,0.4,
13:18:34.08,13:18:47.68,cam2,staffed,unstaffed,13.6,w1
13:18:47.68,13:18:48.04,cam2,unstaffed,staffed,0.36,
13:18:48.04,13:18:48.40,cam2,staffed,unstaffed,0.36,
13:18:48.40,13:18:48.64,cam2,unstaffed,staffed,0.24,
13:18:48.64,13:18:49.12,cam2,staffed,unstaffed,0.48,
13:18:49.12,13:18:49.84,cam2,unstaffed,staffed,0.72,
13:18:49.84,13:19:38.96,cam2,staffed,unstaffed,49.12,w1
13:19:38.96,13:23:40.28,cam2,unstaffed,staffed,241.32,
13:23:40.28,13:23:41.96,cam2,staffed,unstaffed,1.68,
13:23:41.96,13:23:55.28,cam2,unstaffed,staffed,13.32,
13:23:55.28,13:24:01.88,cam2,staffed,unstaffed,6.6,w1
13:24:01.88,13:24:40.80,cam2,unstaffed,staffed,38.92,
13:24:40.80,13:24:41.04,cam2,staffed,unstaffed,0.24,
13:24:41.04,13:24:41.16,cam2,unstaffed,staffed,0.12,
13:24:41.16,13:24:47.12,cam2,staffed,unstaffed,5.96,w1
13:24:47.12,13:24:47.80,cam2,unstaffed,staffed,0.68,
13:24:47.80,13:24:48.16,cam2,staffed,unstaffed,0.36,
13:24:48.16,13:24:48.56,cam2,unstaffed,staffed,0.4,
13:24:48.56,13:24:50.52,cam2,staffed,unstaffed,1.96,
13:24:50.52,13:24:55.44,cam2,unstaffed,staffed,4.92,
13:24:55.44,13:24:57.32,cam2,staffed,unstaffed,1.88,
13:24:57.32,13:25:21.48,cam2,unstaffed,staffed,24.16,w2
13:25:21.48,13:25:26.76,cam2,staffed,unstaffed,5.28,w2
13:25:26.76,13:25:31.36,cam2,unstaffed,staffed,4.6,
13:25:31.36,13:25:53.28,cam2,staffed,unstaffed,21.92,w3
13:25:53.28,13:26:08.00,cam2,unstaffed,staffed,14.72,
13:26:08.00,13:26:19.84,cam2,staffed,unstaffed,11.84,w1
13:26:19.84,13:26:30.56,cam2,unstaffed,staffed,10.72,
13:26:30.56,13:27:17.64,cam2,staffed,unstaffed,47.08,w3
13:27:17.64,13:27:23.28,cam2,unstaffed,staffed,5.64,
13:27:23.28,13:27:36.56,cam2,staffed,unstaffed,13.28,w3
13:27:36.56,13:27:43.68,cam2,unstaffed,staffed,7.12,
13:27:43.68,13:27:43.80,cam2,staffed,unstaffed,0.12,
13:27:43.80,13:27:57.84,cam2,unstaffed,staffed,14.04,
13:27:57.84,13:27:59.92,cam2,staffed,unstaffed,2.08,
13:27:59.92,13:28:08.00,cam2,unstaffed,staffed,8.08,
13:28:08.00,13:28:09.60,cam2,staffed,unstaffed,1.6,
13:28:09.60,13:28:22.52,cam2,unstaffed,staffed,12.92,
13:28:22.52,13:28:28.12,cam2,staffed,unstaffed,5.6,w3
13:28:28.12,13:28:40.64,cam2,unstaffed,staffed,12.52,
13:28:40.64,13:29:14.36,cam2,staffed,unstaffed,33.72,w3
13:29:14.36,13:29:14.72,cam2,unstaffed,staffed,0.36,
13:29:14.72,13:29:15.24,cam2,staffed,unstaffed,0.52,
13:29:15.24,13:29:15.36,cam2,unstaffed,staffed,0.12,
13:29:15.36,13:29:18.00,cam2,staffed,unstaffed,2.64,
13:29:18.00,13:29:20.08,cam2,unstaffed,staffed,2.08,
13:29:20.08,13:29:43.80,cam2,staffed,unstaffed,23.72,w1
13:29:43.80,13:29:44.04,cam2,unstaffed,staffed,0.24,
13:29:44.04,13:29:47.36,cam2,staffed,unstaffed,3.32,w1
13:29:47.36,13:29:47.48,cam2,unstaffed,staffed,0.12,
13:29:47.48,13:30:30.20,cam2,staffed,unstaffed,42.72,w1
13:30:30.20,13:30:30.56,cam2,unstaffed,staffed,0.36,
13:30:30.56,13:30:36.84,cam2,staffed,unstaffed,6.28,w1
13:30:36.84,13:30:37.08,cam2,unstaffed,staffed,0.24,
13:30:37.08,13:30:37.56,cam2,staffed,unstaffed,0.48,
13:30:37.56,13:30:37.68,cam2,unstaffed,staffed,0.12,
13:30:37.68,13:30:48.64,cam2,staffed,unstaffed,10.96,w3
13:30:48.64,13:30:48.76,cam2,unstaffed,staffed,0.12,
13:30:48.76,13:30:48.88,cam2,staffed,unstaffed,0.12,
13:30:48.88,13:31:25.12,cam2,unstaffed,staffed,36.24,
13:31:25.12,13:32:05.92,cam2,staffed,unstaffed,40.8,w1
13:32:05.92,13:32:19.80,cam2,unstaffed,staffed,13.88,
13:32:19.80,13:32:20.04,cam2,staffed,unstaffed,0.24,
13:32:20.04,13:33:13.64,cam2,unstaffed,staffed,53.6,
13:33:13.64,13:33:35.56,cam2,staffed,unstaffed,21.92,w3
13:33:35.56,13:33:35.92,cam2,unstaffed,staffed,0.36,
13:33:35.92,13:33:55.80,cam2,staffed,unstaffed,19.88,w3
13:33:55.80,13:34:06.64,cam2,unstaffed,staffed,10.84,w1
13:34:06.64,13:34:10.24,cam2,staffed,unstaffed,3.6,w1
13:34:10.24,13:34:48.28,cam2,unstaffed,staffed,38.04,
13:34:48.28,13:34:56.84,cam2,staffed,unstaffed,8.56,
13:34:56.84,13:35:10.08,cam2,unstaffed,staffed,13.24,
13:35:10.08,13:35:18.68,cam2,staffed,unstaffed,8.6,w3
13:35:18.68,13:35:24.24,cam2,unstaffed,staffed,5.56,
13:35:24.24,13:35:25.96,cam2,staffed,unstaffed,1.72,
13:35:25.96,13:35:26.20,cam2,unstaffed,staffed,0.24,
13:35:26.20,13:35:31.52,cam2,staffed,unstaffed,5.32,w1
13:35:31.52,13:35:31.64,cam2,unstaffed,staffed,0.12,
13:35:31.64,13:35:32.84,cam2,staffed,unstaffed,1.2,
13:35:32.84,13:35:32.96,cam2,unstaffed,staffed,0.12,
13:35:32.96,13:35:33.36,cam2,staffed,unstaffed,0.4,
13:35:33.36,13:35:33.48,cam2,unstaffed,staffed,0.12,
13:35:33.48,13:35:43.36,cam2,staffed,unstaffed,9.88,w1
13:35:43.36,13:36:16.28,cam2,unstaffed,staffed,32.92,
13:36:16.28,13:37:06.08,cam2,staffed,unstaffed,49.8,w1
13:37:06.08,13:37:17.64,cam2,unstaffed,staffed,11.56,
13:37:17.64,13:37:54.04,cam2,staffed,unstaffed,36.4,w3
13:37:54.04,13:37:54.16,cam2,unstaffed,staffed,0.12,
13:37:54.16,13:38:34.16,cam2,staffed,unstaffed,40.0,w1
13:38:34.16,13:39:45.32,cam2,unstaffed,staffed,71.16,
13:39:45.32,13:39:53.88,cam2,staffed,unstaffed,8.56,w4
13:39:53.88,13:40:00.76,cam2,unstaffed,staffed,6.88,
13:40:00.76,13:40:03.64,cam2,staffed,unstaffed,2.88,w3
13:40:03.64,13:40:03.76,cam2,unstaffed,staffed,0.12,
13:40:03.76,13:40:15.16,cam2,staffed,unstaffed,11.4,w3
13:40:15.16,13:40:25.20,cam2,unstaffed,staffed,10.04,
13:40:25.20,13:40:25.80,cam2,staffed,unstaffed,0.6,
13:40:25.80,13:40:54.12,cam2,unstaffed,staffed,28.32,
13:40:54.12,13:41:03.96,cam2,staffed,unstaffed,9.84,w2
13:41:03.96,13:41:09.60,cam2,unstaffed,staffed,5.64,
13:41:09.60,13:41:12.84,cam2,staffed,unstaffed,3.24,w3
13:41:12.84,13:41:17.84,cam2,unstaffed,staffed,5.0,
13:41:17.84,13:41:54.80,cam2,staffed,unstaffed,36.96,w2
13:41:54.80,13:43:02.04,cam2,unstaffed,staffed,67.24,
13:43:02.04,13:43:03.80,cam2,staffed,unstaffed,1.76,
13:43:03.80,13:43:19.64,cam2,unstaffed,staffed,15.84,
13:43:19.64,13:43:21.96,cam2,staffed,unstaffed,2.32,
13:43:21.96,13:43:22.88,cam2,unstaffed,staffed,0.92,
13:43:22.88,13:43:30.28,cam2,staffed,unstaffed,7.4,
13:43:30.28,13:43:30.40,cam2,unstaffed,staffed,0.12,
13:43:30.40,13:45:02.68,cam2,staffed,unstaffed,92.28,w2
13:45:02.68,13:45:03.08,cam2,unstaffed,staffed,0.4,
13:45:03.08,13:45:09.64,cam2,staffed,unstaffed,6.56,w2
13:45:09.64,13:45:37.60,cam2,unstaffed,staffed,27.96,
13:45:37.60,13:45:44.52,cam2,staffed,unstaffed,6.92,w2
13:45:44.52,13:45:57.08,cam2,unstaffed,staffed,12.56,
13:45:57.08,13:46:15.96,cam2,staffed,unstaffed,18.88,w2
13:46:15.96,13:46:17.88,cam2,unstaffed,staffed,1.92,
13:46:17.88,13:46:31.04,cam2,staffed,unstaffed,13.16,w2
13:46:31.04,13:46:31.28,cam2,unstaffed,staffed,0.24,
13:46:31.28,13:46:32.00,cam2,staffed,unstaffed,0.72,
13:46:32.00,13:46:32.12,cam2,unstaffed,staffed,0.12,
13:46:32.12,13:46:33.12,cam2,staffed,unstaffed,1.0,
13:46:33.12,13:46:33.96,cam2,unstaffed,staffed,0.84,
13:46:33.96,13:46:34.84,cam2,staffed,unstaffed,0.88,
13:46:34.84,13:46:38.52,cam2,unstaffed,staffed,3.68,
13:46:38.52,13:46:38.64,cam2,staffed,unstaffed,0.12,
13:46:38.64,13:46:39.76,cam2,unstaffed,staffed,1.12,
13:46:39.76,13:46:39.88,cam2,staffed,unstaffed,0.12,
13:46:39.88,13:46:40.00,cam2,unstaffed,staffed,0.12,
13:46:40.00,13:46:41.56,cam2,staffed,unstaffed,1.56,
13:46:41.56,13:46:41.68,cam2,unstaffed,staffed,0.12,
13:46:41.68,13:46:42.80,cam2,staffed,unstaffed,1.12,
13:46:42.80,13:46:44.24,cam2,unstaffed,staffed,1.44,
13:46:44.24,13:47:05.04,cam2,staffed,unstaffed,20.8,
13:47:05.04,13:47:13.04,cam2,unstaffed,staffed,8.0,w1
13:47:13.04,13:47:31.52,cam2,staffed,unstaffed,18.48,
13:47:31.52,13:47:31.64,cam2,unstaffed,staffed,0.12,
13:47:31.64,13:47:32.40,cam2,staffed,unstaffed,0.76,
13:47:32.40,13:47:32.64,cam2,unstaffed,staffed,0.24,
13:47:32.64,13:47:33.24,cam2,staffed,unstaffed,0.6,
13:47:33.24,13:47:40.44,cam2,unstaffed,staffed,7.2,
13:47:40.44,13:47:41.56,cam2,staffed,unstaffed,1.12,
13:47:41.56,13:47:43.04,cam2,unstaffed,staffed,1.48,
13:47:43.04,13:47:47.68,cam2,staffed,unstaffed,4.64,
13:47:47.68,13:48:06.48,cam2,unstaffed,staffed,18.8,
13:48:06.48,13:48:07.80,cam2,staffed,unstaffed,1.32,
13:48:07.80,13:48:29.32,cam2,unstaffed,staffed,21.52,
13:48:29.32,13:48:29.56,cam2,staffed,unstaffed,0.24,
13:48:29.56,13:48:32.64,cam2,unstaffed,staffed,3.08,
13:48:32.64,13:48:34.32,cam2,staffed,unstaffed,1.68,
13:48:34.32,13:48:34.68,cam2,unstaffed,staffed,0.36,
13:48:34.68,13:48:35.32,cam2,staffed,unstaffed,0.64,
13:48:35.32,13:48:35.56,cam2,unstaffed,staffed,0.24,
13:48:35.56,13:48:40.88,cam2,staffed,unstaffed,5.32,
